pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_met
Kepler-1912 b,Kepler-1912,1,1,1,Transit,2021,6.059219837,,1.35670508,,,5734,0.04
Kepler-1913 b,Kepler-1913,1,1,1,Transit,2021,14.1960001,,1.51852059,,,6214,0.07
Kepler-1914 b,Kepler-1914,1,1,1,Transit,2021,30.82789993,,2.9429803,,,5982,-0.04
Kepler-1915 b,Kepler-1915,1,1,1,Transit,2021,13.83539963,,3.21798413,,,6020,-0.06
Kepler-1916 b,Kepler-1916,1,1,1,Transit,2021,31.25429916,,2.61757235,,,6246,0.07
Kepler-1917 b,Kepler-1917,1,1,1,Transit,2021,12.90240002,,1.88971288,,,5530,-0.22
Kepler-1918 b,Kepler-1918,1,1,1,Transit,2021,47.0564003,,2.29763023,,,5889,-0.16
Kepler-1919 b,Kepler-1919,1,1,1,Transit,2021,37.88660049,,2.62390658,,,5513,-0.16
Kepler-192 b,Kepler-192,1,1,3,Transit,2014,9.926746,0.09,2.74,,,5479,
Kepler-192 c,Kepler-192,1,1,3,Transit,2014,21.2234,0.15,2.79,,,5479,
Kepler-192 d,Kepler-192,1,1,3,Transit,2016,6.47027579,,1.02,,,5487,0.13
Kepler-1920 b,Kepler-1920,1,1,1,Transit,2021,30.2541008,,2.95415848,,,6277,0.21
Kepler-1921 b,Kepler-1921,1,1,2,Transit,2021,20.03479958,,2.89459458,,,6120,0.02
Kepler-1921 c,Kepler-1921,1,1,2,Transit,2023,3.15722086,0.0454,1.41,,1791,6120,0.02
Kepler-1922 b,Kepler-1922,1,1,1,Transit,2021,13.22259998,,2.29064904,,,5931,-0.28
Kepler-1923 b,Kepler-1923,1,1,1,Transit,2021,52.60969925,,1.95958179,,,5881,0.16
Kepler-1924 b,Kepler-1924,1,1,1,Transit,2021,15.33170033,,2.65446572,,,5726,0.16
Kepler-1925 b,Kepler-1925,1,1,1,Transit,2021,46.71640015,,3.00177922,,,5856,0.16
Kepler-1926 b,Kepler-1926,1,1,1,Transit,2021,42.87770081,,2.31495961,,,5256,-0.16
Kepler-1927 b,Kepler-1927,1,1,1,Transit,2021,73.75039673,,3.40627075,,,6056,0.14
Kepler-1928 b,Kepler-1928,1,1,1,Transit,2021,19.57783,0.194,1.992,,,5720,0.12
Kepler-1929 b,Kepler-1929,1,1,1,Transit,2021,59.36249924,,3.07250761,,,5786,-0.02
Kepler-193 b,Kepler-193,1,1,2,Transit,2014,11.38848,0.106,2.39,,,6335,
Kepler-193 c,Kepler-193,1,1,2,Transit,2014,50.697494,0.286,2.75,,,6335,
Kepler-1930 b,Kepler-1930,1,1,1,Transit,2021,13.02680016,,1.52955541,,,5083,0.22
Kepler-1931 b,Kepler-1931,1,1,1,Transit,2021,38.5760994,,2.65323514,,,6167,0.12
Kepler-1932 b,Kepler-1932,1,1,1,Transit,2021,0.524177015,,1.51482218,,,5278,0.14
Kepler-1933 b,Kepler-1933,1,1,1,Transit,2021,4.943290234,,1.17984089,,,5661,0.1
Kepler-1934 b,Kepler-1934,1,1,1,Transit,2021,1.419759989,,0.91307734,,,5925,-0.14
Kepler-1935 b,Kepler-1935,1,1,1,Transit,2021,3.951400042,,2.50271696,,,5570,-0.18
Kepler-1936 b,Kepler-1936,1,1,1,Transit,2021,126.5569992,,3.16615594,,,6501,0.1
Kepler-1937 b,Kepler-1937,1,1,1,Transit,2021,9.688599586,,3.0229133,,,6457,-0.06
Kepler-1938 b,Kepler-1938,1,1,1,Transit,2021,13.06260014,,1.82828927,,,4522,-0.22
Kepler-1939 b,Kepler-1939,1,1,1,Transit,2021,2.790659904,,1.16480773,,,4353,-0.18
Kepler-194 b,Kepler-194,1,1,3,Transit,2014,2.092281,0.032,1.51,,,6089,
Kepler-194 c,Kepler-194,1,1,3,Transit,2014,17.308032,0.131,2.59,,,6089,
Kepler-194 d,Kepler-194,1,1,3,Transit,2014,52.814973,0.275,2.4,,,6089,
Kepler-1940 b,Kepler-1940,1,1,1,Transit,2021,4.950610161,,1.54732469,,,5431,-0.44
Kepler-1941 b,Kepler-1941,1,1,1,Transit,2021,31.33510017,,2.64976949,,,6404,-0.06
Kepler-1942 b,Kepler-1942,1,1,1,Transit,2021,4.626049995,,2.1170287,,,5834,-0.5
Kepler-1943 b,Kepler-1943,1,1,1,Transit,2021,4.850180149,,1.54869189,,,6032,-0.06
Kepler-1944 b,Kepler-1944,1,1,1,Transit,2021,9.842579842,,2.75971163,,,5585,0.48
Kepler-1945 b,Kepler-1945,1,1,1,Transit,2021,6.080039978,,1.289,,,4991,0.04
Kepler-1946 b,Kepler-1946,1,1,1,Transit,2021,3.035190105,,2.48812698,,,5505,-0.04
Kepler-1947 b,Kepler-1947,1,1,1,Transit,2021,6.963630199,,1.0101666,,,6040,-0.44
Kepler-1948 b,Kepler-1948,1,1,1,Transit,2021,15.57129955,,1.03283226,,,3872,0.12
Kepler-1949 b,Kepler-1949,1,1,1,Transit,2021,2.208280087,,2.21964541,,,6028,0.14
Kepler-195 b,Kepler-195,1,1,2,Transit,2014,8.307872,0.077,2.03,,,5329,
Kepler-195 c,Kepler-195,1,1,2,Transit,2014,34.096863,0.197,1.55,,,5329,
Kepler-1950 b,Kepler-1950,1,1,1,Transit,2021,10.77690029,,1.52696349,,,5455,-0.34
Kepler-1951 b,Kepler-1951,1,1,1,Transit,2021,20.65780067,,2.32107188,,,5468,0.14
Kepler-1952 b,Kepler-1952,1,1,1,Transit,2021,27.21080017,,1.23923346,,,5973,-0.34
Kepler-1953 b,Kepler-1953,1,1,1,Transit,2021,6.245659828,,1.28574667,,,4858,-0.02
Kepler-1954 b,Kepler-1954,1,1,1,Transit,2021,5.883430004,,1.80235934,,,5840,-0.24
Kepler-1955 b,Kepler-1955,1,1,1,Transit,2021,14.26519966,,1.16654878,,,5825,0.14
Kepler-1956 b,Kepler-1956,1,1,1,Transit,2021,5.943719864,,1.08940238,,,4391,0.04
Kepler-1957 b,Kepler-1957,1,1,1,Transit,2021,2.186619997,,0.94374867,,,4904,0
Kepler-1958 b,Kepler-1958,1,1,1,Transit,2021,9.328619957,,2.05124311,,,5749,-0.1
Kepler-1959 b,Kepler-1959,1,1,1,Transit,2021,6.38669014,,1.14315727,,,5071,-0.02
Kepler-196 b,Kepler-196,1,1,3,Transit,2014,20.739886,0.138,1.9,,,5128,
Kepler-196 c,Kepler-196,1,1,3,Transit,2014,47.427737,0.24,2.24,,,5128,
Kepler-196 d,Kepler-196,1,1,3,Transit,2021,122.0800018,,2.66065673,,,5132,-0.06
Kepler-1960 b,Kepler-1960,1,1,1,Transit,2021,2.297940016,,1.30749704,,,6371,-0.18
Kepler-1961 b,Kepler-1961,1,1,1,Transit,2021,5.604710102,,1.6187808,,,5401,-0.16
Kepler-1962 b,Kepler-1962,1,1,1,Transit,2021,7.991459846,,1.21463929,,,5700,0.16
Kepler-1963 b,Kepler-1963,1,1,1,Transit,2021,1.962260008,,0.74437023,,,5726,-0.1
Kepler-1964 b,Kepler-1964,1,1,1,Transit,2021,2.440829992,,1.7810587,,,4803,-0.08
Kepler-1965 b,Kepler-1965,1,1,1,Transit,2021,41.86869812,,1.35415138,,,5852,-0.3
Kepler-1966 b,Kepler-1966,1,1,1,Transit,2021,8.617429733,,1.10479327,,,5009,0.16
Kepler-1967 b,Kepler-1967,1,1,1,Transit,2021,7.281690121,,0.73022577,,,4970,0.32
Kepler-1968 b,Kepler-1968,1,1,1,Transit,2021,7.281099796,,1.50004034,,,5008,0.18
Kepler-1969 b,Kepler-1969,1,1,1,Transit,2021,6.647520065,,1.68161001,,,6046,0.07
Kepler-197 b,Kepler-197,1,2,4,Transit,2014,5.599308,0.06,1.02,,,6004,
Kepler-197 c,Kepler-197,1,2,4,Transit,2014,10.349695,0.09,1.23,,,6004,
Kepler-197 d,Kepler-197,1,2,4,Transit,2014,15.677563,0.119,1.22,,,6004,
Kepler-197 e,Kepler-197,1,2,4,Transit,2014,25.209715,0.164,0.91,,,6004,
Kepler-1972 b,Kepler-1972,1,1,2,Transit,2022,7.54425,,0.802,2.02,,5818,0.23
Kepler-1972 c,Kepler-1972,1,1,2,Transit,2022,11.3295,,0.868,2.11,,5818,0.23
Kepler-1976 b,Kepler-1976,1,1,1,Transit Timing Variations,2023,4.959319244,0.0565,12.21,,1103,5712,0.1
Kepler-1977 b,Kepler-1977,1,1,1,Transit,2023,4.53702121,0.0486,1.66,,798,4805,-0.06
Kepler-1978 b,Kepler-1978,1,1,1,Transit,2023,10.84969477,0.0914,2.67,,676,5251,-0.04
Kepler-1979 b,Kepler-1979,1,1,1,Transit,2023,18.5084526,0.1383,29.33,,683,5942,-0.06
Kepler-198 b,Kepler-198,1,1,3,Transit,2014,17.790037,0.131,2.82,,,5574,
Kepler-198 c,Kepler-198,1,1,3,Transit,2014,49.567416,0.259,2.47,,,5574,
Kepler-198 d,Kepler-198,1,1,3,Transit,2016,1.31184443,,1.53,,,5636,0.04
Kepler-1980 b,Kepler-1980,1,1,1,Transit,2023,33.0257179,0.2049,2.21,,564,5819,0.14
Kepler-1981 b,Kepler-1981,1,1,1,Transit,2023,453.54212,1.3292,9.23,,390,5874,0.12
Kepler-1982 b,Kepler-1982,1,1,1,Transit,2023,3.82315697,0.0511,0.77,,1282,6202,0.21
Kepler-1983 b,Kepler-1983,1,1,1,Transit,2023,7.32851947,0.0689,2.33,,807,5135,0.12
Kepler-1984 b,Kepler-1984,1,1,1,Transit,2023,1.992812339,0.0238,6.81,,675,3638,-0.14
Kepler-1985 b,Kepler-1985,1,1,1,Transit,2023,3.42064689,0.0426,2.27,,1129,5370,0.14
Kepler-1986 b,Kepler-1986,1,1,1,Transit,2023,19.5489666,0.1307,1.89,,579,5549,-0.54
Kepler-1987 b,Kepler-1987,1,1,4,Transit,2023,2.345863002,0.0318,1.23,,997,4769,0.12
Kepler-1987 c,Kepler-1987,1,1,4,Transit,2023,3.64830183,0.0427,1.33,,860,4769,0.12
Kepler-1987 d,Kepler-1987,1,1,4,Transit,2023,5.644914154,0.0571,2.66,,744,4769,0.12
Kepler-1987 e,Kepler-1987,1,1,4,Transit,2023,8.74292005,0.0765,1.92,,643,4769,0.12
Kepler-1988 b,Kepler-1988,1,1,1,Transit,2023,11.49500229,0.1038,1.53,,1105,6033,-0.1
Kepler-1989 b,Kepler-1989,1,1,1,Transit,2023,10.16102353,0.0918,4.62,,904,6032,-0.14
Kepler-199 b,Kepler-199,1,1,2,Transit,2014,23.637604,0.158,3.11,,,5644,
Kepler-199 c,Kepler-199,1,1,2,Transit,2014,67.093408,0.316,3.25,,,5644,
Kepler-1990 b,Kepler-1990,1,1,2,Transit,2023,1.73513619,0.0286,3.27,,1554,5751,0.21
Kepler-1990 c,Kepler-1990,1,1,2,Transit,2023,4.06844957,0.0504,0.98,,1170,5751,0.21
Kepler-1991 b,Kepler-1991,1,1,2,Transit,2023,13.26079792,0.1065,1.47,,760,5478,0.16
Kepler-1991 c,Kepler-1991,1,1,2,Transit,2023,22.79020351,0.1528,2.57,,634,5478,0.16
Kepler-1992 b,Kepler-1992,1,1,1,Transit,2023,15.6112238,0.1169,0.91,,637,5383,0
Kepler-1993 b,Kepler-1993,1,1,1,Transit,2023,26.6565737,0.1943,4.15,,903,5159,-0.04
Kepler-1994 b,Kepler-1994,1,1,1,Transit,2023,4.61225043,0.053,0.51,,1032,5495,0.16
Kepler-1995 b,Kepler-1995,1,1,1,Transit,2023,73.7578875,0.3259,4.28,,375,5029,0.48
Kepler-1996 b,Kepler-1996,1,1,2,Transit,2023,32.376183,0.1789,2.26,,392,4580,0.08
Kepler-1996 c,Kepler-1996,1,1,2,Transit,2023,92.7297248,0.3608,2.81,,276,4580,0.08
Kepler-1997 b,Kepler-1997,1,1,1,Transit,2023,26.7575866,0.1815,2.28,,660,6215,-0.06
Kepler-1998 b,Kepler-1998,1,1,1,Transit,2023,3.03267135,0.0405,0.6,,1187,5640,0.06
Kepler-1999 b,Kepler-1999,1,1,1,Transit,2023,8.7396758,0.0713,3.29,,577,4406,-0.24
Kepler-20 b,Kepler-20,1,2,6,Transit,2011,3.6961049,0.04565,1.773,9.7,1187,5495,0.07
Kepler-20 c,Kepler-20,1,2,6,Transit,2011,10.8540774,0.0936,2.894,11.1,828,5495,0.07
Kepler-20 d,Kepler-20,1,2,6,Transit,2011,77.611455,0.3474,2.606,13.4,430,5495,0.07
Kepler-20 e,Kepler-20,1,2,6,Transit,2011,6.0984882,0.0637,0.821,0.76,1004,5495,0.07
Kepler-20 f,Kepler-20,1,2,6,Transit,2011,19.578328,0.1387,0.952,1.4,681,5495,0.07
Kepler-20 g,Kepler-20,1,2,6,Radial Velocity,2016,34.94,0.2055,,19.96,524,5495,0.07
Kepler-200 b,Kepler-200,1,1,2,Transit,2014,8.594805,0.08,2.13,,,5678,
Kepler-200 c,Kepler-200,1,1,2,Transit,2014,10.222157,0.09,1.59,,,5678,
Kepler-2000 b,Kepler-2000,1,1,2,Transit,2023,6.383159135,0.0562,2.73,,530,3757,0.48
Kepler-2000 c,Kepler-2000,1,1,2,Transit,2023,20.6180348,0.1228,1.57,,359,3757,0.48
Kepler-2001 b,Kepler-2001,1,1,2,Transit,2023,1.090011003,0.0197,1.04,,1402,5081,0.12
Kepler-2001 c,Kepler-2001,1,1,2,Transit,2023,14.09258319,0.1084,1.82,,597,5081,0.12
Kepler-201 b,Kepler-201,1,1,2,Transit,2014,25.672083,0.175,2.46,,,6065,
Kepler-201 c,Kepler-201,1,1,2,Transit,2014,151.884058,0.573,2.85,,,6065,
Kepler-202 b,Kepler-202,1,1,2,Transit,2014,4.069427,0.045,1.63,,,4668,
Kepler-202 c,Kepler-202,1,1,2,Transit,2014,16.282493,0.113,1.85,,,4668,
Kepler-203 b,Kepler-203,1,1,3,Transit,2014,3.162697,0.043,2.57,,,5821,
Kepler-203 c,Kepler-203,1,1,3,Transit,2014,5.370647,0.061,2.47,,,5821,
Kepler-203 d,Kepler-203,1,1,3,Transit,2014,11.32972,0.1,1.44,,,5821,
Kepler-204 b,Kepler-204,1,1,2,Transit,2014,14.400974,0.117,2.53,,,5812,
Kepler-204 c,Kepler-204,1,1,2,Transit,2014,25.660593,0.173,1.79,,,5812,
Kepler-205 b,Kepler-205,1,1,2,Transit,2014,2.75564,0.032,1.51,,,4321,
Kepler-205 c,Kepler-205,1,1,2,Transit,2014,20.306546,0.122,1.64,,,4321,
Kepler-206 b,Kepler-206,1,1,3,Transit,2014,7.781987,0.078,1.2,,,5764,
Kepler-206 c,Kepler-206,1,1,3,Transit,2014,13.137471,0.111,1.77,,,5764,
Kepler-206 d,Kepler-206,1,1,3,Transit,2014,23.44281,0.163,1.19,,,5764,
Kepler-207 b,Kepler-207,1,1,3,Transit,2014,1.611865,0.029,1.57,,,5920,
Kepler-207 c,Kepler-207,1,1,3,Transit,2014,3.071571,0.044,1.5,,,5920,
Kepler-207 d,Kepler-207,1,1,3,Transit,2014,5.868075,0.068,3.31,,,5920,
Kepler-208 b,Kepler-208,1,1,4,Transit,2014,4.22864,0.054,1.63,,,6092,
Kepler-208 c,Kepler-208,1,1,4,Transit,2014,7.466623,0.079,1.39,,,6092,
Kepler-208 d,Kepler-208,1,1,4,Transit,2014,11.131786,0.103,1.2,,,6092,
Kepler-208 e,Kepler-208,1,1,4,Transit,2014,16.259458,0.132,1.48,,,6092,
Kepler-209 b,Kepler-209,1,1,2,Transit,2014,16.087845,0.122,2.26,,,5513,
Kepler-209 c,Kepler-209,1,1,2,Transit,2014,41.749882,0.231,3.1,,,5513,
Kepler-21 b,Kepler-21,1,2,1,Transit,2012,2.7858212,0.0434,1.639,7.5,2015,6305,-0.03
Kepler-210 b,Kepler-210,1,1,2,Transit,2014,2.453234,0.032,2.94,,,4559,
Kepler-210 c,Kepler-210,1,1,2,Transit,2014,7.972513,0.07,3.62,,,4559,
Kepler-211 b,Kepler-211,1,1,2,Transit,2014,4.138575,0.048,1.26,,,5123,
Kepler-211 c,Kepler-211,1,1,2,Transit,2014,6.04045,0.062,1.29,,,5123,
Kepler-212 b,Kepler-212,1,1,2,Transit,2014,16.257582,0.133,1.09,,,5852,
Kepler-212 c,Kepler-212,1,1,2,Transit,2014,31.805174,0.207,2.74,,,5852,
Kepler-213 b,Kepler-213,1,1,2,Transit,2014,2.46236,0.036,1.62,,,5696,
Kepler-213 c,Kepler-213,1,1,2,Transit,2014,4.822962,0.057,2.34,,,5696,
Kepler-214 b,Kepler-214,1,1,2,Transit,2014,15.660544,0.13,2.61,,,6169,
Kepler-214 c,Kepler-214,1,1,2,Transit,2014,28.7798,0.194,2.13,,,6169,
Kepler-215 b,Kepler-215,1,1,4,Transit,2014,9.360672,0.084,1.62,,,5739,
Kepler-215 c,Kepler-215,1,1,4,Transit,2014,14.667108,0.113,1.77,,,5739,
Kepler-215 d,Kepler-215,1,1,4,Transit,2014,30.864423,0.185,2.39,,,5739,
Kepler-215 e,Kepler-215,1,1,4,Transit,2014,68.16101,0.314,1.75,,,5739,
Kepler-216 b,Kepler-216,1,1,2,Transit,2014,7.693641,0.079,2.35,,,6091,
Kepler-216 c,Kepler-216,1,1,2,Transit,2014,17.406669,0.136,3.04,,,6091,
Kepler-217 b,Kepler-217,1,1,3,Transit,2014,5.374943,0.065,2.23,,,6171,
Kepler-217 c,Kepler-217,1,1,3,Transit,2014,8.586004,0.089,1.85,,,6171,
Kepler-217 d,Kepler-217,1,1,3,Transit,2016,3.88689525,,1.32,,,6341,0.09
Kepler-218 b,Kepler-218,1,1,3,Transit,2014,3.619337,0.046,1.48,,,5502,
Kepler-218 c,Kepler-218,1,1,3,Transit,2014,44.699576,0.248,3.14,,,5502,
Kepler-218 d,Kepler-218,1,1,3,Transit,2016,124.5244647,,2.66,,,5542,0.31
Kepler-219 b,Kepler-219,1,1,3,Transit,2014,4.585512,0.057,2.95,,,5786,
Kepler-219 c,Kepler-219,1,1,3,Transit,2014,22.714613,0.165,3.58,,,5786,
Kepler-219 d,Kepler-219,1,1,3,Transit,2014,47.903645,0.272,2.81,,,5786,
Kepler-22 b,Kepler-22,1,1,1,Transit,2011,289.863876,0.812,2.1,9.1,279,5596,-0.255
Kepler-220 b,Kepler-220,1,1,4,Transit,2014,4.159807,0.046,0.81,,,4632,
Kepler-220 c,Kepler-220,1,1,4,Transit,2014,9.034199,0.076,1.57,,,4632,
Kepler-220 d,Kepler-220,1,1,4,Transit,2014,28.122397,0.163,0.98,,,4632,
Kepler-220 e,Kepler-220,1,1,4,Transit,2014,45.902733,0.226,1.33,,,4632,
Kepler-221 b,Kepler-221,1,1,4,Transit,2014,2.795906,0.037,1.71,,,5243,
Kepler-221 c,Kepler-221,1,1,4,Transit,2014,5.690586,0.059,2.93,,,5243,
Kepler-221 d,Kepler-221,1,1,4,Transit,2014,10.04156,0.087,2.73,,,5243,
Kepler-221 e,Kepler-221,1,1,4,Transit,2014,18.369917,0.13,2.63,,,5243,
Kepler-222 b,Kepler-222,1,1,3,Transit,2014,3.936981,0.048,3.16,,,5433,
Kepler-222 c,Kepler-222,1,1,3,Transit,2014,10.08881,0.091,4.64,,,5433,
Kepler-222 d,Kepler-222,1,1,3,Transit,2014,28.081912,0.18,3.69,,,5433,
Kepler-223 b,Kepler-223,1,1,4,Transit,2014,7.38449,,2.99,7.4,,,
Kepler-223 c,Kepler-223,1,1,4,Transit,2014,9.84564,,3.44,5.1,,,
Kepler-223 d,Kepler-223,1,1,4,Transit,2014,14.78869,,5.24,8,,,
Kepler-223 e,Kepler-223,1,1,4,Transit,2014,19.72567,,4.6,4.8,,,
Kepler-224 b,Kepler-224,1,1,4,Transit,2014,3.132924,0.038,1.39,,,5018,
Kepler-224 c,Kepler-224,1,1,4,Transit,2014,5.925003,0.058,3.12,,,5018,
Kepler-224 d,Kepler-224,1,1,4,Transit,2014,11.349393,0.089,2.3,,,5018,
Kepler-224 e,Kepler-224,1,1,4,Transit,2014,18.643577,0.124,1.97,,,5018,
Kepler-225 b,Kepler-225,1,1,2,Transit,2014,6.738975,0.056,1.2,,,3682,
Kepler-225 c,Kepler-225,1,1,2,Transit,2014,18.794234,0.111,1.84,,,3682,
Kepler-226 b,Kepler-226,1,1,3,Transit,2014,3.940997,0.047,1.55,,,5571,
Kepler-226 c,Kepler-226,1,1,3,Transit,2014,5.349555,0.058,2.27,,,5571,
Kepler-226 d,Kepler-226,1,1,3,Transit,2014,8.109044,0.076,1.22,,,5571,
Kepler-227 b,Kepler-227,1,1,2,Transit,2014,9.488015,0.09,3.11,,,5854,
Kepler-227 c,Kepler-227,1,1,2,Transit,2014,54.418694,0.29,3.04,,,5854,
Kepler-228 b,Kepler-228,1,1,3,Transit,2014,2.566546,0.038,1.53,,,6043,
Kepler-228 c,Kepler-228,1,1,3,Transit,2014,4.134444,0.052,2.7,,,6043,
Kepler-228 d,Kepler-228,1,1,3,Transit,2014,11.094286,0.101,4.04,,,6043,
Kepler-229 b,Kepler-229,1,1,3,Transit,2014,6.252972,0.062,2.2,,,5120,
Kepler-229 c,Kepler-229,1,1,3,Transit,2014,16.068638,0.117,4.92,,,5120,
Kepler-229 d,Kepler-229,1,1,3,Transit,2014,41.194912,0.22,3.85,,,5120,
Kepler-23 b,Kepler-23,1,1,3,Transit,2011,7.1,,1.638,2.56,,5828,
Kepler-23 c,Kepler-23,1,1,3,Transit,2011,10.74,,3.005,7.81,,5828,
Kepler-23 d,Kepler-23,1,1,3,Transit,2014,15.27,,2.206,4.44,,5828,
Kepler-230 b,Kepler-230,1,1,2,Transit,2014,32.625555,0.191,4.26,,,5588,
Kepler-230 c,Kepler-230,1,1,2,Transit,2014,91.773242,0.38,2.04,,,5588,
Kepler-231 b,Kepler-231,1,1,2,Transit,2014,10.065275,0.074,1.73,,,3767,
Kepler-231 c,Kepler-231,1,1,2,Transit,2014,19.271566,0.114,1.93,,,3767,
Kepler-232 b,Kepler-232,1,1,2,Transit,2014,4.431222,0.054,3.08,,,5847,
Kepler-232 c,Kepler-232,1,1,2,Transit,2014,11.379349,0.101,3.83,,,5847,
Kepler-233 b,Kepler-233,1,1,2,Transit,2014,8.472382,0.077,2.43,,,5360,
Kepler-233 c,Kepler-233,1,1,2,Transit,2014,60.418955,0.287,2.71,,,5360,
Kepler-234 b,Kepler-234,1,1,2,Transit,2014,2.711506,0.04,3.7,,,6224,
Kepler-234 c,Kepler-234,1,1,2,Transit,2014,7.21205,0.077,3.51,,,6224,
Kepler-235 b,Kepler-235,1,1,4,Transit,2014,3.340222,0.037,2.23,,,4255,
Kepler-235 c,Kepler-235,1,1,4,Transit,2014,7.824904,0.065,1.28,,,4255,
Kepler-235 d,Kepler-235,1,1,4,Transit,2014,20.060548,0.122,2.05,,,4255,
Kepler-235 e,Kepler-235,1,1,4,Transit,2014,46.183669,0.213,2.22,,,4255,
Kepler-236 b,Kepler-236,1,1,2,Transit,2014,8.295611,0.065,1.57,,,3750,
Kepler-236 c,Kepler-236,1,1,2,Transit,2014,23.968127,0.132,2,,,3750,
Kepler-237 b,Kepler-237,1,1,2,Transit,2014,4.715106,0.05,1.41,,,4861,
Kepler-237 c,Kepler-237,1,1,2,Transit,2014,8.103636,0.071,2.08,,,4861,
Kepler-238 b,Kepler-238,1,1,5,Transit,2014,2.090876,0.034,1.73,,,5751,
Kepler-238 c,Kepler-238,1,1,5,Transit,2014,6.155557,0.069,2.39,,,5751,
Kepler-238 d,Kepler-238,1,1,5,Transit,2014,13.233549,0.115,3.07,,,5751,
Kepler-238 e,Kepler-238,1,1,5,Transit,2013,23.654,,5.6,169.7,,,
Kepler-238 f,Kepler-238,1,1,5,Transit,2013,50.447,,2,13.5,,,
Kepler-239 b,Kepler-239,1,1,2,Transit,2014,11.763051,0.095,2.33,,,4914,
Kepler-239 c,Kepler-239,1,1,2,Transit,2014,56.228098,0.268,2.51,,,4914,
Kepler-24 b,Kepler-24,1,1,4,Transit,2011,8.14,,2.348,11.14,,6028,
Kepler-24 c,Kepler-24,1,1,4,Transit,2011,12.33,,2.514,9.99,,6028,
Kepler-24 d,Kepler-24,1,1,4,Transit,2014,4.244384,0.051,1.67,,,5897,
Kepler-24 e,Kepler-24,1,1,4,Transit,2014,18.998355,0.138,2.78,,,5897,
Kepler-240 b,Kepler-240,1,1,2,Transit,2014,4.144495,0.048,1.37,,,4985,
Kepler-240 c,Kepler-240,1,1,2,Transit,2014,7.953528,0.074,2.2,,,4985,
Kepler-241 b,Kepler-241,1,1,2,Transit,2014,12.718092,0.094,2.33,,,4699,
Kepler-241 c,Kepler-241,1,1,2,Transit,2014,36.065978,0.189,2.57,,,4699,
Kepler-242 b,Kepler-242,1,1,2,Transit,2014,8.20395,0.075,2.61,,,5020,
Kepler-242 c,Kepler-242,1,1,2,Transit,2014,14.496481,0.109,2,,,5020,
Kepler-243 b,Kepler-243,1,1,2,Transit,2014,5.715442,0.062,2.45,,,5228,
Kepler-243 c,Kepler-243,1,1,2,Transit,2014,20.026218,0.142,1.99,,,5228,
Kepler-244 b,Kepler-244,1,1,3,Transit,2014,4.311792,0.05,2.76,,,5554,
Kepler-244 c,Kepler-244,1,1,3,Transit,2014,9.767292,0.087,2.05,,,5554,
Kepler-244 d,Kepler-244,1,1,3,Transit,2014,20.050401,0.14,2.31,,,5554,
Kepler-245 b,Kepler-245,1,1,4,Transit,2014,7.49019,0.071,2.57,,,5100,
Kepler-245 c,Kepler-245,1,1,4,Transit,2014,17.460812,0.124,2.18,,,5100,
Kepler-245 d,Kepler-245,1,1,4,Transit,2014,36.277108,0.202,3.03,,,5100,
Kepler-245 e,Kepler-245,1,1,4,Transit,2016,3.219821056,,1.75,,,5174,0.05
Kepler-246 b,Kepler-246,1,1,2,Transit,2014,4.60182,0.052,2.34,,,5206,
Kepler-246 c,Kepler-246,1,1,2,Transit,2014,11.187161,0.095,1.5,,,5206,
Kepler-247 b,Kepler-247,1,1,3,Transit,2014,3.33616,0.042,1.64,,,5100,
Kepler-247 c,Kepler-247,1,1,3,Transit,2014,9.439452,0.084,4.09,,,5100,
Kepler-247 d,Kepler-247,1,1,3,Transit,2014,20.477912,0.14,3.94,,,5100,
Kepler-248 b,Kepler-248,1,1,2,Transit,2014,6.308205,0.066,3.02,,,5190,
Kepler-248 c,Kepler-248,1,1,2,Transit,2014,16.239494,0.123,4.07,,,5190,
Kepler-249 b,Kepler-249,1,1,3,Transit,2014,3.306539,0.035,1.09,,,3568,
Kepler-249 c,Kepler-249,1,1,3,Transit,2014,7.113702,0.058,1.51,,,3568,
Kepler-249 d,Kepler-249,1,1,3,Transit,2014,15.368459,0.097,1.57,,,3568,
Kepler-25 b,Kepler-25,1,2,3,Transit,2011,6.238297,,2.748,8.7,,,
Kepler-25 c,Kepler-25,1,2,3,Transit,2011,12.7207,,5.217,15.2,,,
Kepler-25 d,Kepler-25,1,2,3,Radial Velocity,2014,122.4,,,71.9,,,
Kepler-250 b,Kepler-250,1,1,3,Transit,2014,4.148141,0.048,1.13,,,5160,
Kepler-250 c,Kepler-250,1,1,3,Transit,2014,7.156804,0.069,2.28,,,5160,
Kepler-250 d,Kepler-250,1,1,3,Transit,2014,17.648312,0.127,2.18,,,5160,
Kepler-251 b,Kepler-251,1,1,4,Transit,2014,4.790936,0.053,1.33,,,5526,
Kepler-251 c,Kepler-251,1,1,4,Transit,2014,16.514043,0.122,2.77,,,5526,
Kepler-251 d,Kepler-251,1,1,4,Transit,2014,30.133001,0.182,2.77,,,5526,
Kepler-251 e,Kepler-251,1,1,4,Transit,2014,99.640161,0.404,2.77,,,5526,
Kepler-252 b,Kepler-252,1,1,2,Transit,2014,6.668391,0.058,1.23,,,4208,
