pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_met
HD 215152 d,HD 215152,1,1,4,Radial Velocity,2018,10.86499,0.08799,,2.801,,4935,-0.1
HD 215152 e,HD 215152,1,1,4,Radial Velocity,2018,25.1967,0.15417,,2.877,,4935,-0.1
HD 21520 b,HD 21520,1,1,1,Transit,2024,25.1292,0.1726,2.697,17.7,637,5871,0.049
HD 215497 b,HD 215497,1,1,2,Radial Velocity,2009,3.93404,0.05,,6.3566,,5110,0.2
HD 215497 c,HD 215497,1,1,2,Radial Velocity,2009,566,1.31,,111.2399425,,,
HD 216435 b,HD 216435,1,1,1,Radial Velocity,2002,1311,2.56,,400.4,,5999,0.244
HD 216437 b,HD 216437,1,1,1,Radial Velocity,2002,1359,2.57,,1334.879309,,,
HD 216520 b,HD 216520,1,1,2,Radial Velocity,2020,35.45,0.198,,10.26,,5103,-0.16
HD 216520 c,HD 216520,1,1,2,Radial Velocity,2020,154.43,0.528,,9.44,,5103,-0.16
HD 216536 b,HD 216536,1,1,1,Radial Velocity,2015,148.60001,0.61,,333.7215,,4639,-0.17
HD 216770 b,HD 216770,1,1,1,Radial Velocity,2003,118.45,0.46,,181.1631,,5399,0.27
HD 21693 b,HD 21693,1,1,2,Radial Velocity,2019,22.6786,0.1455,,8.23,,5430,0
HD 21693 c,HD 21693,1,1,2,Radial Velocity,2019,53.7357,0.2586,,17.37,,5430,0
HD 217107 b,HD 217107,1,1,2,Radial Velocity,1998,7.12682,0.08,,413.179,,5622,0.36
HD 217107 c,HD 217107,1,1,2,Radial Velocity,2005,4270,5.32,,826.32,,5575,0.28
HD 21749 c,GJ 143,1,1,2,Transit,2019,7.78993,0.0695,0.892,3.7,701,4640,0.003
HD 217786 b,HD 217786,1,2,2,Radial Velocity,2011,1301.36009,2.446,,4402.559094,,,
HD 217786 c,HD 217786,1,2,2,Radial Velocity,2022,2.52221,0.038,,7.31005336,,,
HD 217958 b,HD 217958,1,1,1,Radial Velocity,2022,2560.19774,3.758,,166.5420853,,,
HD 218566 b,HD 218566,1,1,1,Radial Velocity,2010,225.7,0.69,,63.566,,4730,0.28
HD 219077 b,HD 219077,1,1,1,Radial Velocity,2012,5478.68861,5.935,,3057.509275,,,
HD 219134 b,HD 219134,1,1,6,Radial Velocity,2015,3.092926,0.03876,1.602,4.74,1015,4699,0.11
HD 219134 c,HD 219134,1,1,6,Radial Velocity,2015,6.76458,0.0653,1.511,4.36,782,4699,0.11
HD 219134 d,HD 219134,1,1,6,Radial Velocity,2015,46.859,0.237,1.61,16.17,410.5,4699,0.11
HD 219134 f,HD 219134,1,1,6,Radial Velocity,2015,22.717,0.1463,1.31,7.3,522.6,4699,0.11
HD 219134 g,HD 219134,1,1,6,Radial Velocity,2015,94.2,0.3753,,10.80622,,4913,0.08
HD 219134 h,HD 219134,1,1,6,Radial Velocity,2015,2247,3.11,,108.0622,,4913,0.08
HD 219139 b,HD 219139,1,1,1,Radial Velocity,2021,275.5,0.94,,247.9061575,,4831,-0.2
HD 219415 b,HD 219415,1,1,1,Radial Velocity,2012,2093.3,3.2,,317.83,,4820,-0.04
HD 219666 b,HD 219666,1,1,1,Transit,2018,6.034468,,4.898,17.6,1076,5540,
HD 219828 b,HD 219828,1,1,2,Radial Velocity,2007,3.83483,0.049,,19.06970442,,,
HD 219828 c,HD 219828,1,1,2,Radial Velocity,2016,4789.87297,5.657,,5102.417246,,,
HD 220074 b,HD 220074,1,1,1,Radial Velocity,2012,672.09998,1.6,,5288.6912,,3787,-0.25
HD 220197 b,HD 220197,1,1,1,Radial Velocity,2018,1728,2.729,,63.566,,5683,-0.55
HD 220689 b,HD 220689,1,1,1,Radial Velocity,2012,2266.4,3.396,,355.33394,,5921,-0.07
HD 220773 b,HD 220773,1,1,1,Radial Velocity,2011,3724.7,4.94,,460.8,,5940,0.09
HD 220842 b,HD 220842,1,2,1,Radial Velocity,2016,218.47,0.74,,1010.6994,,5960,-0.17
HD 221287 b,HD 221287,1,1,1,Radial Velocity,2007,456.1,1.25,,982.05,,6304,-0.03
HD 221416 b,HD 221416,1,1,1,Transit,2019,14.2767,0.1228,9.17,60.5,,5080,-0.08
HD 221420 b,HD 221420,1,1,1,Radial Velocity,2019,10090,10.15,,7278.27052,,5847,0.33
HD 221585 b,HD 221585,1,1,1,Radial Velocity,2016,1173,2.306,,511.7063,,5620,0.29
HD 222076 b,HD 222076,1,1,1,Radial Velocity,2016,871,1.83,,495.8148,,4806,0.05
HD 222155 b,HD 222155,1,1,1,Radial Velocity,2011,3999,5.14,,673.7996,,5701,-0.18
HD 222237 b,HD 222237,1,1,1,Radial Velocity,2024,14892,10.8,,1649.529432,,4751,-0.32
HD 222582 b,HD 222582,1,2,1,Radial Velocity,1999,572.38,1.34,,2660.2371,,5790,0.01
HD 224018 b,HD 224018,1,1,3,Radial Velocity,2025,10.6413,0.0952,0.91,4.1,968,5784,0.05
HD 224018 c,HD 224018,1,1,3,Transit,2025,36.57669,0.217,2.42,10.4,641,5784,0.05
HD 224018 d,HD 224018,1,1,3,Transit,2025,138.0731,0.53,2.4,4.2,411,5784,0.05
HD 224538 b,HD 224538,1,1,1,Radial Velocity,2016,1202.05199,2.375,,2075.737326,,,
HD 224693 b,HD 224693,1,1,1,Radial Velocity,2006,26.6904,0.191,,222.481,,5894,0.27
HD 22496 b,HD 22496,1,1,1,Radial Velocity,2021,5.09071,0.051,,5.57,573,4385,-0.08
HD 22532 b,HD 22532,1,1,1,Radial Velocity,2022,872.6,1.9,,673.7962228,,5038,-0.19
HD 22781 b,HD 22781,1,1,1,Radial Velocity,2011,528.07,1.167,,4338.2,,5027,-0.37
HD 22946 d,HD 22946,1,1,3,Transit,2023,47.42489,0.2958,2.607,26.57,546,6169,-0.08
HD 23079 b,HD 23079,1,1,2,Radial Velocity,2001,735.74,,,845.4235626,,5994,-0.129
HD 23079 c,HD 23079,1,1,2,Radial Velocity,2025,5.748913,,,8.26,,5994,-0.129
HD 23127 b,HD 23127,1,1,1,Radial Velocity,2006,1211.17,2.37,,485.32641,,5843,0.29
HD 231701 b,HD 231701,1,1,1,Radial Velocity,2007,141.63,0.567,,359.1479,,6101,0.05
HD 233604 b,HD 233604,1,1,1,Radial Velocity,2013,192,0.747,,2089.644,,4791,-0.36
HD 233832 b,HD 233832,1,2,1,Radial Velocity,2018,2058,2.827,,565.7374,,4981,-0.66
HD 23472 b,HD 23472,1,1,5,Transit,2019,17.667087,0.1162,2,8.32,543,4684,-0.2
HD 23472 c,HD 23472,1,1,5,Transit,2019,29.79749,0.1646,1.87,3.41,467,4684,-0.2
HD 23472 d,HD 23472,1,1,5,Transit,2022,3.97664,0.04298,0.75,0.55,909,4684,-0.2
HD 23472 e,HD 23472,1,1,5,Transit,2022,7.90754,0.068,0.818,0.72,723,4684,-0.2
HD 23472 f,HD 23472,1,1,5,Transit,2022,12.1621839,0.0906,1.137,0.77,630,4684,-0.2
HD 235088 b,HD 235088,1,1,1,Transit,2023,7.4341325,0.0706,1.982,4.15,,5075,-0.02
HD 23596 b,HD 23596,1,2,1,Radial Velocity,2003,1535.11912,2.694,,3786.607641,,,
HD 238090 b,HD 238090,1,1,1,Radial Velocity,2020,13.671,0.0932,,6.89,469.6,3933,-0.03
HD 238914 b,HD 238914,1,1,1,Radial Velocity,2018,4100,5.7,,1906.98,,4769,-0.25
HD 240210 b,HD 240210,1,1,1,Radial Velocity,2009,501.75,1.16,,1655.82,,4297,-0.18
HD 240237 b,HD 240237,1,1,1,Radial Velocity,2011,745.70001,1.92,,5050.3187,,3926,-0.25
HD 24040 b,HD 24040,1,1,2,Radial Velocity,2006,3668,4.92,,1226.8238,,5802,0.19
HD 24040 c,HD 24040,1,1,2,Radial Velocity,2021,515.4,1.3,,63.88350981,,5776.49,0.1971
HD 24064 b,HD 24064,1,1,1,Radial Velocity,2015,535.59998,1.29,,4096.8287,,4052,-0.49
HD 24085 b,HD 24085,1,1,1,Radial Velocity,2019,2.0455,0.034,,11.8,,6034,
HD 25015 b,HD 25015,1,1,1,Radial Velocity,2019,6134.427,6.248,,2884.92845,,,
HD 25171 b,HD 25171,1,2,1,Radial Velocity,2010,1802.29,2.971,,290.81445,,6125,-0.12
HD 25463 b,HD 25463,1,1,2,Transit,2023,7.0491423,0.076,2.54535814,8.7,1198.46,6353,-0.018
HD 25463 c,HD 25463,1,1,2,Transit,2023,3.04405,0.0443,1.36354953,4.3,1585.57,6353,-0.018
HD 25723 b,HD 25723,1,1,1,Radial Velocity,2020,457.01,1.49,,794.5710175,,4766,-0.03
HD 25912 b,HD 25912,1,1,2,Radial Velocity,2022,41.83156,0.242,,38.13940884,,,
HD 25912 c,HD 25912,1,1,2,Radial Velocity,2022,26308.65619,17.848,,5252.750082,,,
HD 260655 b,HD 260655,1,1,2,Transit,2022,2.76953,0.02933,1.24,2.14,709,3803,-0.43
HD 260655 c,HD 260655,1,1,2,Transit,2022,5.70588,0.04749,1.533,3.09,557,3803,-0.43
HD 26161 b,HD 26161,1,1,1,Radial Velocity,2021,10942.29013,10.087,,9045.396463,,,
HD 2638 b,HD 2638,1,3,1,Radial Velocity,2005,3.4442,0.04,,133.4886,,5186,0.13
HD 2685 b,HD 2685,1,1,1,Transit,2019,4.12688,0.0568,16.14096,371.8611,2061,6801,0.02
HD 27442 b,HD 27442,1,2,1,Radial Velocity,2000,428.1,1.271,,495.8,,4846,0.42
HD 27631 b,HD 27631,1,1,1,Radial Velocity,2012,2198.14,3.242,,474.83802,,5737,-0.12
HD 27894 b,HD 27894,1,1,3,Radial Velocity,2005,18.01939,0.125,,196.7357839,,,
HD 27894 c,HD 27894,1,1,3,Radial Velocity,2017,36.07,0.198,,51.48846,,,0.3
HD 27894 d,HD 27894,1,1,3,Radial Velocity,2017,5019.54244,5.362,,2063.659847,,,
HD 27969 b,HD 27969,1,1,1,Radial Velocity,2021,654.5,1.552,,1525.576354,261,5966,0.18
HD 28109 b,HD 28109,1,1,3,Transit,2022,22.891054,,2.69,6.2,867,6189,0.1
HD 28109 c,HD 28109,1,1,3,Transit,2022,55.99712,,4.13,9.2,643,6189,0.1
HD 28109 d,HD 28109,1,1,3,Transit,2022,84.2899,,3.11,5.8,561,6189,0.1
HD 28185 b,HD 28185,1,1,2,Radial Velocity,2001,385.52775,1.035,,1855.164412,,,
HD 28185 c,HD 28185,1,1,2,Radial Velocity,2022,17417.92079,13.176,,6241.832085,,,
HD 28192 b,HD 28192,1,1,1,Radial Velocity,2022,14.23283,0.118,,99.7981198,,,
HD 28254 b,HD 28254,1,2,1,Radial Velocity,2010,1333,2.45,,1207.747947,,,
HD 284149 AB b,HD 284149 A,1,2,1,Imaging,2017,,431.16,,8352.530536,2395,6035,
HD 28471 b,HD 28471,1,1,3,Radial Velocity,2025,3.1649,0.042,,3.72,1377,5766,-0.04
HD 28471 c,HD 28471,1,1,3,Radial Velocity,2025,6.1245,0.065,,5.72,1066,5766,-0.04
HD 28471 d,HD 28471,1,1,3,Radial Velocity,2025,11.681,0.1,,4.91,945,5766,-0.04
HD 285507 b,HD 285507,1,1,1,Radial Velocity,2013,6.0881,0.06,,311.4734,,4503,0.13
HD 285968 b,HD 285968,1,1,1,Radial Velocity,2008,8.7836,0.066,,8.4,450,,-0.1
HD 28678 b,HD 28678,1,1,1,Radial Velocity,2011,380.2,1.18,,490.09386,,4972,
HD 29021 b,HD 29021,1,1,1,Radial Velocity,2017,1365,2.294,,1420.692979,,,-0.3
HD 290327 b,HD 290327,1,1,1,Radial Velocity,2009,2443,3.43,,772.3269,,5505,-0.14
HD 29399 b,HD 29399,1,1,1,Radial Velocity,2022,892.7,1.913,,498.990599,,4845,0.14
HD 2952 b,HD 2952,1,1,1,Radial Velocity,2013,312.08,1.117,,284.7742527,,4853,0
HD 29985 b,HD 29985,1,1,1,Radial Velocity,2022,20608.14049,13.39,,1739.474872,,,
HD 30177 b,HD 30177,1,1,2,Radial Velocity,2002,2514.53422,3.604,,2670.712104,,,
HD 30177 c,HD 30177,1,1,2,Radial Velocity,2016,12085.45186,10.258,,1954.644703,,,
HD 30562 b,HD 30562,1,1,1,Radial Velocity,2009,1157,2.34,,387.7526,,5882,0.2
HD 30669 b,HD 30669,1,1,1,Radial Velocity,2014,1684,2.69,,149.37,,5400,0.13
HD 30856 b,HD 30856,1,2,1,Radial Velocity,2011,847,1.85,,491.68301,,4895,
HD 31253 b,HD 31253,1,1,1,Radial Velocity,2010,466,1.26,,197.0546,,6130,0.17
HD 31527 b,HD 31527,1,1,3,Radial Velocity,2019,16.5535,0.1254,,10.47,,5898,-0.17
HD 31527 c,HD 31527,1,1,3,Radial Velocity,2019,51.2053,0.2663,,14.16,,5898,-0.17
HD 31527 d,HD 31527,1,1,3,Radial Velocity,2019,271.6737,0.8098,,11.82,,5898,-0.17
HD 3167 b,HD 3167,1,1,4,Transit,2016,0.959641,0.01796,1.67,4.97,1774,5261,0.04
HD 3167 c,HD 3167,1,1,4,Transit,2016,29.8454,0.1776,3,11.13,564,5261,0.04
HD 3167 d,HD 3167,1,1,4,Radial Velocity,2017,8.4112,0.0763,,4.33,,5261,0.04
HD 3167 e,HD 3167,1,1,4,Radial Velocity,2022,96.63,0.3885,,8.41,,5261,0.04
HD 32518 b,HD 32518,1,1,1,Radial Velocity,2009,157.35,0.594,,905.4931315,,4580,-0.15
HD 32963 b,HD 32963,1,1,1,Radial Velocity,2015,2372,3.41,,222.481,,5727,0.11
HD 330075 b,HD 330075,1,1,1,Radial Velocity,2004,3.38773,0.04,,152.5584,,5000,0.05
HD 331093 b,HD 331093,1,1,1,Radial Velocity,2021,621.62,1.44,,476.7426105,,5544,0.17
HD 33142 b,HD 33142,1,1,3,Radial Velocity,2011,330,1.074,,400.4637928,,5025.4,0.06
HD 33142 c,HD 33142,1,1,3,Radial Velocity,2018,810.2,1.955,,282.8672822,,5025.4,0.06
HD 33142 d,HD 33142,1,1,3,Radial Velocity,2022,89.9,0.452,,63.5656814,,5025.4,0.06
HD 332231 b,HD 332231,1,1,1,Transit,2020,18.712024,0.145,9.07303305,74.1,798.3,6128,0.043
HD 33283 b,HD 33283,1,2,1,Radial Velocity,2006,18.1991,0.1508,,104.56607,,5935,0.35
HD 33564 b,HD 33564,1,1,1,Radial Velocity,2005,388,1.1,,2892.1,,6250,-0.12
HD 33844 b,HD 33844,1,1,2,Radial Velocity,2015,551.40002,1.6,,638.8383,,4861,0.27
HD 33844 c,HD 33844,1,1,2,Radial Velocity,2015,916,2.24,,556.2025,,4861,0.27
HD 34445 b,HD 34445,1,1,6,Radial Velocity,2009,1049,2.07,,260.6206,,5879,0.18
HD 34445 c,HD 34445,1,1,6,Radial Velocity,2017,214.67,0.7181,,53.5,,5836,0.14
HD 34445 d,HD 34445,1,1,6,Radial Velocity,2017,117.87,0.4817,,30.7,,5836,0.14
HD 34445 e,HD 34445,1,1,6,Radial Velocity,2017,49.175,0.2687,,16.8,,5836,0.14
HD 34445 f,HD 34445,1,1,6,Radial Velocity,2017,676.8,1.543,,37.9,,5836,0.14
HD 34445 g,HD 34445,1,1,6,Radial Velocity,2017,5700,6.36,,120.6,,5836,0.14
HD 35759 b,HD 35759,1,1,1,Radial Velocity,2016,82.467,0.389,,1195.0408,,6060,0.04
HD 35843 b,HD 35843,1,1,2,Radial Velocity,2025,9.8991,0.088,,5.84,,5666,-0.27
HD 35843 c,HD 35843,1,1,2,Transit,2025,46.9622,0.25,2.54,11.32,479,5666,-0.27
HD 360 b,HD 360,1,1,1,Radial Velocity,2021,273.1,0.98,,238.3713053,,4770,-0.06
HD 36384 b,HD 36384,1,1,1,Radial Velocity,2023,490,1.3,,2097.667486,,3940,-0.16
HD 3651 b,HD 3651,1,1,1,Radial Velocity,2003,62.25,0.295,,72.46524,,5221,
HD 37124 b,HD 37124,1,1,3,Radial Velocity,2002,154.378,0.53364,,214.53525,,,-0.44
HD 37124 c,HD 37124,1,1,3,Radial Velocity,2002,885.5,1.71,,207.22516,,,-0.44
HD 37124 d,HD 37124,1,1,3,Radial Velocity,2005,1862,2.807,,221.20968,,,-0.44
HD 37605 b,HD 37605,1,1,2,Radial Velocity,2004,55.01292,0.277,,854.9627,,5329,0.27
HD 37605 c,HD 37605,1,1,2,Radial Velocity,2012,2720,3.74,,1013.8777,,5329,0.27
HD 3765 b,HD 3765,1,1,1,Radial Velocity,2021,1211,2.108,,54.98431441,,5049.8,0.1716
HD 38283 b,HD 38283,1,1,1,Radial Velocity,2010,363.20001,1.02,,127.132,,5981,-0.18
HD 38529 b,HD 38529,1,2,2,Radial Velocity,2000,14.3099,0.115,,206.5884646,,,
HD 38529 c,HD 38529,1,2,2,Radial Velocity,2000,2127.60566,3.226,,3299.058865,,,
HD 38801 b,HD 38801,1,1,1,Radial Velocity,2009,685.25,1.623,,3082.31534,,5338,0.25
HD 39091 b,HD 39091,1,1,3,Radial Velocity,2001,2088.8,3.28,,4481.380539,,5998,0.09
HD 39194 b,HD 39194,1,1,3,Radial Velocity,2021,5.6368,0.056,,4,,5205,-0.61
HD 39194 c,HD 39194,1,1,3,Radial Velocity,2021,14.03,0.103,,6.3,,5205,-0.61
HD 39194 d,HD 39194,1,1,3,Radial Velocity,2021,33.91,0.185,,4,,5205,-0.61
HD 39855 b,HD 39855,1,1,1,Radial Velocity,2019,3.2498,0.041,,8.5,,5576,
HD 40307 b,HD 40307,1,1,5,Radial Velocity,2009,4.3123,0.0468,,4,,4956,-0.31
HD 40307 c,HD 40307,1,1,5,Radial Velocity,2009,9.6184,0.0799,,6.6,,4956,-0.31
HD 40307 d,HD 40307,1,1,5,Radial Velocity,2009,20.432,0.1321,,9.5,,4956,-0.31
HD 40307 f,HD 40307,1,1,5,Radial Velocity,2013,51.76,0.247,,5.2,,4956,-0.31
HD 40307 g,HD 40307,1,1,5,Radial Velocity,2013,197.8,0.6,,7.1,,4956,-0.31
HD 40956 b,HD 40956,1,1,1,Radial Velocity,2017,578.6,1.4,,858.141,,4869,0.14
HD 40979 b,HD 40979,1,3,1,Radial Velocity,2002,264.14999,0.85,,1484.2661,,6165,0.2
HD 41004 A b,HD 41004 A,1,2,2,Radial Velocity,2004,963,,,807.25,,,
HD 41004 B b,HD 41004 B,1,2,2,Radial Velocity,2003,1.3283,,,5838.29,,,
HD 4113 b,HD 4113,1,3,1,Radial Velocity,2007,526.5239,1.28,,541.2617771,,,
HD 42012 b,HD 42012,1,1,1,Radial Velocity,2017,857.5,1.67,,508.528,,5405,-0.09
HD 4203 b,HD 4203,1,1,2,Radial Velocity,2001,431.88,1.17,,708.7609,,5596,0.4
HD 4203 c,HD 4203,1,1,2,Radial Velocity,2014,6700,6.95,,689.66,,5582,0.34
HD 4208 b,HD 4208,1,1,1,Radial Velocity,2001,832.97,1.662,,257.4423,,5717,-0.28
HD 42618 b,HD 42618,1,1,1,Radial Velocity,2016,149.61,0.554,,14.4,337,5727,-0.09
HD 42813 b,HD 42813,1,1,3,Transit,2023,13.6308205,0.111,3.41,9.1,716,5289,0.24
HD 4308 b,HD 4308,1,1,1,Radial Velocity,2005,15.56,0.12,,15.8915,,5686,-0.35
HD 4313 b,HD 4313,1,1,1,Radial Velocity,2009,356.21,1.157,,612.45841,,4943,
HD 43197 b,HD 43197,1,1,2,Radial Velocity,2010,308.92072,0.882,,175.7591091,,,
HD 43197 c,HD 43197,1,1,2,Radial Velocity,2022,9295.9735,8.54,,2500.673906,,,
HD 43691 b,HD 43691,1,3,1,Radial Velocity,2007,36.9987,0.238,,810.4665,,6093,0.33
HD 44219 b,HD 44219,1,1,1,Radial Velocity,2010,472,1.26,,184.3404761,,,
HD 45184 b,HD 45184,1,1,2,Radial Velocity,2019,5.8854,0.0644,,12.19,,5869,0.04
HD 45184 c,HD 45184,1,1,2,Radial Velocity,2019,13.1354,0.11,,8.81,,5869,0.04
HD 45350 b,HD 45350,1,1,1,Radial Velocity,2004,963.6,1.92,,568.89,,5566,0.23
HD 45364 b,HD 45364,1,1,2,Radial Velocity,2008,225.79,0.6793,,60.16491745,,5466,
HD 45364 c,HD 45364,1,1,2,Radial Velocity,2008,345.43,0.902,,174.4877954,,5466,
HD 45652 b,HD 45652,1,1,1,Radial Velocity,2008,44.073,0.237,,137.62039,,5294,0.26
HD 457 b,HD 457,1,1,1,Radial Velocity,2022,20324.58153,15.369,,8445.336431,,,
HD 46375 b,HD 46375,1,2,1,Radial Velocity,2000,3.023573,0.0398,,71.8,,5285,0.24
HD 47186 b,HD 47186,1,1,2,Radial Velocity,2008,4.0845,0.05,,22.2481,,5657,0.24
HD 47186 c,HD 47186,1,1,2,Radial Velocity,2008,1353.6,2.395,,111.42,,,
HD 4732 b,HD 4732,1,2,2,Radial Velocity,2012,371.74,1.129,,631.2072163,,4898,-0.01
HD 4732 c,HD 4732,1,2,2,Radial Velocity,2012,3184.2,4.725,,1069.49259,,4898,-0.01
HD 47366 b,HD 47366,1,1,2,Radial Velocity,2016,360.08,1.207,,661.7187434,,4866,-0.02
HD 47366 c,HD 47366,1,1,2,Radial Velocity,2016,677.53,1.84,,483.7348355,,4866,-0.02
HD 47536 b,HD 47536,1,1,1,Radial Velocity,2002,712.13,1.93,,2330,,4380,
HD 4760 b,HD 4760,1,1,1,Radial Velocity,2021,434,1.14,,4417.837,,4076,-0.91
HD 48265 b,HD 48265,1,1,1,Radial Velocity,2008,778.51,1.814,,484.69075,,5733,0.3
HD 48948 b,HD 48948,1,1,3,Radial Velocity,2024,7.34013,0.0652,,4.88,957,4593,-0.21
HD 48948 c,HD 48948,1,1,3,Radial Velocity,2024,38.06,0.1951,,7.27,553,4593,-0.21
HD 48948 d,HD 48948,1,1,3,Radial Velocity,2024,151.92,0.4894,,10.59,349,4593,-0.21
HD 4917 b,HD 4917,1,1,1,Radial Velocity,2018,400.5,1.167,,513.29545,,4802,
HD 49674 b,HD 49674,1,1,1,Radial Velocity,2002,4.94737,0.06,,31.783,,5602,0.32
HD 50499 b,HD 50499,1,1,2,Radial Velocity,2005,2447.1,3.833,,519.96988,,6102,0.26
HD 50499 c,HD 50499,1,1,2,Radial Velocity,2019,8619.9,9.02,,931.2419,,6099,0.38
HD 50554 b,HD 50554,1,1,1,Radial Velocity,2002,1293,2.353,,1574.464,,5987,-0.04
HD 51608 b,HD 51608,1,1,2,Radial Velocity,2019,14.0726,0.1059,,12.77,,5358,-0.07
HD 51608 c,HD 51608,1,1,2,Radial Velocity,2019,95.9446,0.3809,,14.31,,5358,-0.07
HD 52265 b,HD 52265,1,1,1,Radial Velocity,2000,119.27,0.52,,384.5743,,6136,
HD 5278 b,HD 5278,1,1,2,Transit,2021,14.339156,0.1202,2.45,7.8,943,6203,-0.12
HD 5278 c,HD 5278,1,1,2,Radial Velocity,2021,40.87,0.2416,,18.4,,6203,-0.12
HD 5319 b,HD 5319,1,1,2,Radial Velocity,2007,637.1,1.57,,494.54348,,4871,
HD 5319 c,HD 5319,1,1,2,Radial Velocity,2014,872.2,1.93,,334.67499,,4871,
HD 55696 b,HD 55696,1,1,1,Radial Velocity,2018,1827,3.18,,1230.0021,,6012,0.37
HD 5583 b,HD 5583,1,1,1,Radial Velocity,2016,139.35,0.53,,1837.0574,,4830,-0.5
HD 5608 b,HD 5608,1,2,1,Radial Velocity,2012,768.7,1.79,,371.2235794,,4807,0.04
HD 564 b,HD 564,1,1,1,Radial Velocity,2014,492.3,1.2,,104.88,,5902,-0.2
HD 56414 b,HD 56414,1,1,1,Transit,2022,29.04992,0.229,3.71,,1133,8500,0
HD 56957 b,HD 56957,1,1,1,Radial Velocity,2022,5859.08992,6.426,,1880.908513,,,
HD 5891 b,HD 5891,1,1,1,Radial Velocity,2011,177.11,0.64,,2425.0429,,4673,-0.37
HD 59686 A b,HD 59686 A,1,2,1,Radial Velocity,2016,299.36,1.086,,2199.3836,,4658,0.15
HD 60292 b,HD 60292,1,1,1,Radial Velocity,2020,495.4,1.5,,2065.895,,4348,-0.17
HD 60532 b,HD 60532,1,1,2,Radial Velocity,2008,201.9,0.77,,336.8998,,6245,-0.26
HD 60532 c,HD 60532,1,1,2,Radial Velocity,2008,600.1,1.6,,797.7533,,6245,-0.26
HD 6061 b,HD 6061,1,2,1,Transit,2023,5.2549,0.06,2.42763557,10,1075.31,5934,-0.05
HD 62364 b,HD 62364,1,1,2,Radial Velocity,2022,5138,6.15,,5965.639199,,6255,-0.11
HD 62364 c,HD 62364,1,1,2,Radial Velocity,2022,74839.94555,36.984,,7923.462187,,,
HD 62509 b,HD 62509,1,1,1,Radial Velocity,2006,589.64,1.64,,731,,4892.63,0.1027
HD 62549 b,HD 62549,1,1,1,Radial Velocity,2022,14306.88519,11.842,,2707.580199,,,
HD 63433 b,HD 63433,1,1,3,Transit,2020,7.1079475,,2.14,21.755,967.11,5553,-0.07
HD 63433 c,HD 63433,1,1,3,Transit,2020,20.5438281,,2.692,15.539,678.92,5553,-0.07
HD 63433 d,HD 63433,1,1,3,Transit,2023,4.209075,0.0503,1.073,,1040,5688,0.03
HD 63454 b,HD 63454,1,1,1,Radial Velocity,2005,2.81805,0.04,,79.4575,,4812,0.1
HD 63765 b,HD 63765,1,1,1,Radial Velocity,2009,358,0.94,,168.4499,,5449,-0.16
HD 63935 b,HD 63935,1,1,2,Transit,2021,9.058807,0.083,2.91575244,10.5,825.22,5513,0.107
HD 63935 c,HD 63935,1,1,2,Radial Velocity,2021,21.4027,0.148,3.06451296,11.1,619.59,5513,0.107
HD 64114 b,HD 64114,1,1,1,Radial Velocity,2019,45.791,0.246,,17.8,,5676,
HD 64121 b,HD 64121,1,1,1,Radial Velocity,2022,623,1.51,,813.6407219,,5078,-0.21
HD 6434 b,HD 6434,1,1,1,Radial Velocity,2003,21.998,0.14,,155.7367,,5769,-0.55
HD 65216 b,HD 65216,1,3,2,Radial Velocity,2003,577.6,1.301,,411.58985,,5612,
HD 65216 c,HD 65216,1,3,2,Radial Velocity,2013,5370,5.75,,645.1949,,5612,
HD 66141 b,HD 66141,1,1,1,Radial Velocity,2012,480.5,1.2,,1906.9,,4323,-0.323
HD 66428 b,HD 66428,1,1,2,Radial Velocity,2005,2269.81726,3.395,,3478.949743,,,
HD 66428 c,HD 66428,1,1,2,Radial Velocity,2021,10478.84437,9.408,,560.64931,,,
HD 67087 b,HD 67087,1,1,2,Radial Velocity,2015,352.2,1.08,,973,,6330,0.25
HD 67087 c,HD 67087,1,1,2,Radial Velocity,2015,2374,3.86,,1540,,6330,0.25
HD 68402 b,HD 68402,1,1,1,Radial Velocity,2016,1103,2.18,,975.7381,,5950,0.29
HD 6860 b,HD 6860,1,1,1,Radial Velocity,2023,663.87,2.03,,8981.830782,,3802,-0.03
HD 68988 b,HD 68988,1,1,2,Radial Velocity,2001,6.27711,0.07,,626.1251,,5932,0.35
HD 68988 c,HD 68988,1,1,2,Radial Velocity,2021,16000,13.2,,4767.426105,,5883.41,0.3052
HD 69123 b,HD 69123,1,1,1,Radial Velocity,2022,1193.3,2.482,,966.1983573,,4842,0.05
HD 69830 b,HD 69830,1,1,3,Radial Velocity,2006,8.667,0.0785,,10.2,,5385,-0.05
HD 69830 c,HD 69830,1,1,3,Radial Velocity,2006,31.56,0.186,,11.8,,5385,-0.05
HD 69830 d,HD 69830,1,1,3,Radial Velocity,2006,197,0.63,,18.1,,5385,-0.05
HD 70573 b,HD 70573,1,1,1,Radial Velocity,2007,851.8,1.76,,1900,,5737,-0.18
HD 70642 b,HD 70642,1,1,1,Radial Velocity,2003,2124.54,3.318,,633.43519,,5732,0.22
HD 7199 b,HD 7199,1,1,1,Radial Velocity,2011,615,1.36,,85.8141,,5371,0.32
